smiles,logp,sa,qed,logp-sa,weight,tpsa
O=S(=O)(N[C@H]1CCCc2ccccc21)c1ccc(F)cc1,1.564108611,2.311432845,0.946401484,0.870167155,305.374,46.17
O=C(NCc1cc(Cl)cc2c1OCOC2)c1cccnc1,1.073335236,2.342713734,0.946373575,0.188786266,304.73299999999995,60.45
O=S(=O)(Nc1ccc2c(c1)OCO2)c1ccccc1Cl,1.865781986,1.878612961,0.946345243,0.990887039,311.746,64.63000000000001
N#Cc1ccc(NC(=O)CN2CCSc3ccccc32)cc1,1.748549846,2.115554126,0.946271727,0.993525874,309.394,56.13
O=C(NCc1cccnc1)c1csc(Br)c1,1.60445886,2.076731084,0.946256216,0.758868916,297.177,41.99
CC(C)(C(=O)Nc1cccnc1)c1ccc2c(c1)OCCO2,1.348898251,2.251101379,0.946252444,0.517998621,298.3420000000001,60.45
CCN1CCc2nc(NC(=O)c3cccs3)sc2C1,1.287247964,2.340726146,0.946218417,0.494173854,293.4170000000001,45.23
COc1ccc2c(c1)OCC(C(=O)Nc1ccccc1F)=C2,1.817653201,2.139149731,0.946106845,1.109650269,299.301,47.56
CN(C)S(=O)(=O)c1ccc(-c2ccc(F)c(O)c2)cc1,1.536116929,1.908800411,0.9459494,0.539799589,295.335,57.61
O=C(Nc1ccnn1C1CCCC1)c1ccc2c(c1)OCO2,1.553863906,2.20235247,0.945933236,0.77684753,299.33000000000004,65.38000000000001
CC(C)(C)NC(=O)COc1ncnc2sc3c(c12)CCC3,0.889216034,2.462475693,0.945917791,0.011024307,305.40300000000013,64.11
Cc1ccc(NS(=O)(=O)c2ccc(F)cc2F)c(F)c1,2.086487446,1.894336308,0.945907985,1.318783692,301.28900000000004,46.17
COc1ccccc1C(=O)Nc1nc2c(s1)CN(C)CC2,1.265326884,2.101559774,0.945741669,0.290340226,303.38700000000006,54.46
Cc1cnc(C(=O)Nc2ccc(OC(F)(F)F)cc2)cn1,1.7231248,2.036118952,0.94571918,0.899801048,297.236,64.11
O=C(Cc1ccc(Br)s1)Nc1ccncc1,1.78809441,2.069645465,0.945633925,1.017154535,297.177,41.99
CNC(=O)c1ccc(Oc2nccc(C(F)(F)F)n2)cc1,1.354991299,2.175241764,0.945627905,0.472058236,297.236,64.11
Cc1c(CNc2cc3c(cc2Cl)OCCO3)cnn1C,1.190451835,2.380914986,0.945202396,0.384305014,293.754,48.31
O=C(Nc1ccccc1Oc1ccccc1)N1CCOCC1,2.347281425,1.752435547,0.945167667,1.590564453,298.34200000000004,50.8
CCn1cc(Br)c(C(=O)Nc2ccccn2)n1,1.070688317,2.21782812,0.944940429,0.09497188,295.14,59.81
Nc1nn(COc2cccc(C(F)(F)F)c2)cc1Cl,1.4812657,2.376067583,0.944768401,0.797932417,291.66,53.06999999999999
Cc1ccnc(NS(=O)(=O)c2ccc(Cl)s2)c1,1.476059259,2.224503243,0.944562876,0.681216757,288.781,59.06
COc1cccc(C(=O)N(C)Cc2ccc(F)c(F)c2)c1O,1.821432289,1.963057203,0.944556787,0.988142797,307.296,49.77
Cc1ccc2c(cnn2CCC(=O)NC2CCSCC2)c1,1.091247193,2.452795197,0.944502716,0.293824803,303.43100000000004,46.92
Cc1ccc(CC(=O)Nc2nc3c(s2)COCC3)cc1,1.259879558,2.28829431,0.944469446,0.41712569,288.372,51.22
CCC(=O)Nc1ccc(C2=C([O-])c3ccccc3C2=O)cc1,1.030473658,2.336889362,0.944399022,0.123110638,292.314,69.22999999999999
N#Cc1cccnc1NCc1cc(Br)ccc1F,1.931185699,2.171307734,0.944363895,1.295672266,306.138,48.71
CN(C)C(=O)c1ccc(N(C)C)c(NC(=O)c2ccccc2)c1,1.819003323,1.822996916,0.944335008,0.883703084,311.385,52.650000000000006
CCc1ccccc1NC(=O)c1ccccc1S(C)(=O)=O,2.05404767,1.742203302,0.944292701,1.162596698,303.38300000000004,63.24
CN(Cc1ccccc1)C(=O)c1ccc2c(n1)NC(=O)CC2,1.005757571,2.228771709,0.944276299,0.009728291,295.34200000000004,62.3
Cc1cc(CNS(=O)(=O)c2cc(F)cc(F)c2)c(C)o1,1.171351654,2.331702975,0.94416872,0.321437025,301.314,59.31
COc1nc(Oc2cccc(Br)c2)ccc1N,1.813996446,2.129645428,0.944154628,1.097554572,295.136,57.370000000000005
CC(C)CN(C(=O)Nc1ccc2c(c1)oc(=O)n2C)C1CC1,1.159874026,2.417199511,0.944055988,0.366600489,303.3620000000001,67.48
O=C(COc1ccccc1Cl)NN1Cc2ccccc2C1,1.488136037,2.133126092,0.944045991,0.632673908,302.761,41.57
CC(=O)N[C@@H](CC(=O)N1CCc2ccccc21)c1ccccc1,1.23495859,2.389133753,0.943963337,0.454066247,308.381,49.41
Cc1nn(-c2ccc(C(=O)NC3CC3)cc2)c(C)c1Cl,1.938574786,1.913963628,0.94392342,1.120776372,289.766,46.92
COc1ccccc1C(=O)NC[C@H]1Cc2cccc(F)c2O1,0.93137119,2.482138516,0.943916594,0.085661484,301.317,47.56
Cc1ccc(NC(=O)CS(=O)(=O)c2cccc(F)c2)cc1,1.744856627,1.791715238,0.943883918,0.754804762,307.346,63.24
Cc1cc(CCNC(=O)c2ccccc2C(F)(F)F)on1,1.606466848,2.155670941,0.943797995,0.818649059,298.264,55.13
CC(=O)Nc1cc(C(=O)N(C)Cc2nccs2)ccc1F,1.242112666,2.191167228,0.943793947,0.321632772,307.35,62.3
Cc1csc(C(=O)Nc2ccc(CC(=O)N(C)C)cc2)c1,1.702512995,2.055391366,0.943744476,0.884128634,302.399,49.41
O=C(Nc1nncs1)c1ccc(N2CCCCC2=O)cc1,1.176384302,2.126532145,0.943722288,0.180767855,302.359,75.19
Cc1ccc(CN2C(=O)CC[C@@H]2C(=O)Nc2ccccn2)cc1,0.901633788,2.478984802,0.943711187,0.040735198,309.369,62.3
N#Cc1ccc(NCc2cc(Cl)c3c(c2)OCCO3)nc1,1.334020798,2.39186077,0.943692224,0.59811923,301.73300000000006,67.17
COc1cccc2sc(NC(=O)OCC(F)(F)F)nc12,1.784053464,2.264145446,0.94365597,1.151554554,306.265,60.45
O=C(NCc1nc(-c2ccccc2)cs1)C1=CCCCO1,1.400116739,2.412674886,0.943567316,0.707925114,300.3830000000001,51.22
O=C(c1cc2ccccc2c(=O)[nH]1)N(C1CCCCC1)C1CC1,1.737936164,2.331467046,0.943544531,1.133932954,310.39700000000005,53.17
Cc1ccc([C@@H](C#N)NS(=O)(=O)c2ccc(C)cc2)cc1,1.116388928,2.489951466,0.943537473,0.356668534,300.383,69.96000000000001
COc1ccc(C)cc1NC(=O)C1=Cc2ccccc2OC1,2.007717266,2.079123357,0.9435363,1.338996643,295.3380000000001,47.56
CCn1nccc1CNC(=O)c1cccc(Br)c1,1.453695041,2.062867915,0.943519712,0.532632085,308.179,46.92
COc1ccc(C2=NO[C@@H](C(=O)Nc3ccc(C)cc3)C2)cc1,1.440278551,2.387753333,0.943514601,0.747566667,310.35300000000007,59.92
Cc1cc(C(=O)NC2CC(C)C2)c2cnn(C(C)C)c2n1,1.221494889,2.403680058,0.943489748,0.445239942,286.379,59.81
CCc1nnc(NC(=O)Cc2ccc3c(c2)CCCC3)s1,1.722096458,2.167484982,0.94346812,0.993015018,301.415,54.88
O=C(CN1CCc2cc(F)ccc2C1)Nc1nccs1,1.129836331,2.148885026,0.943376407,0.130114974,291.351,45.23
Nc1ccc(=O)n(CCOc2ccc(C(F)(F)F)cc2)c1,1.37020885,2.093403833,0.94334669,0.434896167,298.264,57.25
O=C(c1ccccc1O)N1CCC[C@@H]1COc1ccccc1,1.51288637,2.292644697,0.943224336,0.783155303,297.3539999999999,49.77
CN(CC(=O)Nc1sc2c(c1C#N)CCC2)c1ccccc1,1.666606364,2.227033247,0.943214875,0.956346753,311.41,56.13
COc1ccc(NS(=O)(=O)c2ccc(F)c(C)c2)cc1,2.170860582,1.667338453,0.943198545,1.276181547,295.335,55.4
CC(=O)Nc1cccc(C(=O)N(C)Cc2ccc(F)cc2)c1,2.222658295,1.689703181,0.943145693,1.366596819,300.333,49.41
O=S(=O)(Nc1ccccc1F)c1cc(F)cc(F)c1,1.907705182,1.864124683,0.943130292,1.040575317,287.262,46.17
O=C(c1cc(F)ccc1O)N1CCN(Cc2ccco2)CC1,1.168100633,2.002683797,0.943069834,0.079616203,304.3210000000001,56.92
COc1ccccc1S(=O)(=O)Nc1ccccc1Cl,2.365187481,1.625004822,0.942946867,1.524395178,297.76300000000003,55.400000000000006
Cc1ccc(CC(=O)NC[C@@H]2COc3ccccc3O2)cc1,1.03998992,2.34855287,0.942946346,0.14516713,297.35400000000004,47.56
C[C@H]1CN(Cc2cccc(C(=O)Nc3ccccc3)c2)CCO1,1.67861961,2.203200823,0.942945861,0.956399177,310.3970000000001,41.57000000000001
CN1CCCc2cc(C(=O)NCc3ccncc3)sc21,0.915680022,2.429957175,0.942911004,0.025542825,287.38800000000003,45.23
COCC(=O)Nc1ccc(-n2nc(C)c(Cl)c2C)cc1,1.689787427,1.942753558,0.942814501,0.784686442,293.754,56.15
CN(Cc1cccc(C#N)c1)C(=O)Nc1ccc(C#N)cc1,1.844622879,2.026630553,0.942787444,1.067229447,290.326,79.92
O=C(NCCC(=O)N1CCCCC1)c1ccnc2ccccc12,1.505170575,1.887291323,0.942657149,0.479908677,311.385,62.3
COc1cc(C)c(NC(=O)c2c(C)nn(C)c2C)cc1OC,1.550886736,1.99310719,0.942652257,0.62175281,303.362,65.38
C[C@@H](NC(=O)CN1CCCC1=O)c1cccc2ccccc12,1.10195402,2.381562692,0.942649947,0.257837308,296.37,49.41
Cc1cccc(C)c1C(=O)Nc1ccc(CC(=O)N(C)C)cc1,2.12139544,1.849735377,0.942613377,1.336704623,310.39700000000005,49.41
COc1ncccc1NC(=O)c1ccc(N2CCC(C)=N2)cc1,1.373245831,2.323438374,0.942605132,0.605061626,310.357,66.82
Cc1sc(NC(=O)c2cccc(N(C)C)c2)c(C#N)c1C,1.99419602,2.169891394,0.942546409,1.385028606,299.39900000000006,56.13
Cc1ccc(C(=O)NCC2(c3ccc(F)cc3F)CC2)nc1,1.530865897,2.309050722,0.942543084,0.820769278,302.32400000000007,41.99
CN(C(=O)c1ccccc1NS(C)(=O)=O)c1ccccc1,1.533173803,1.845063514,0.942472811,0.489636486,304.371,66.48
Cc1cc(C(=O)Nc2ccc(N3CCC(C)CC3)cc2)no1,2.150181982,1.991466214,0.942466012,1.480153786,299.374,58.370000000000005
CCC(=O)N1CCc2cc(C(=O)Nc3cccc(C)c3)ccc21,2.320941197,1.892602968,0.942460682,1.653817032,308.38100000000003,49.41
Cc1cc(C)cc(NS(=O)(=O)c2ccc(CC#N)cc2)c1,1.931252073,1.998856087,0.942458968,1.171463913,300.383,69.96000000000001
N#Cc1ccc(C(=O)Nc2ccc(N3CCCC3)cc2)cc1,2.465472819,1.693309174,0.942458594,1.717470826,291.3539999999999,56.13
COc1ncc(C)cc1NC(=O)Cc1c(F)cccc1F,1.533296824,2.14907492,0.942402841,0.70894508,292.285,51.22
CS(=O)(=O)N[C@@H](c1ccccc1)c1ccc(Cl)cc1,1.490603256,2.254732856,0.942378658,0.723867144,295.79100000000005,46.17
O=C(Nc1nncs1)N(Cc1cccc(F)c1)C1CC1,1.315128428,2.340034824,0.942335247,0.533665176,292.33900000000006,58.120000000000005
COc1ccc(C(=O)NN2Cc3ccccc3C2)c(F)c1,1.254644244,2.170319774,0.942270743,0.324580226,286.306,41.57
C[C@@H](C(=O)NC1CC1)S(=O)(=O)c1ccc2ccccc2c1,0.764372996,2.454436081,0.942230671,-0.173836081,303.38300000000004,63.24
Cc1noc(CCNC(=O)c2ccc(Cl)cc2Cl)n1,1.518968143,2.044386534,0.942227095,0.612933466,300.14500000000004,68.02000000000001
COc1cccc([C@H]2CN(Cc3cccc(O)c3)CCO2)c1,1.238348317,2.462493736,0.942211345,0.511806264,299.37000000000006,41.93000000000001
Cc1ccc(NC(=O)c2ccc(N(C)C)nc2)c(Cl)c1,2.150136471,1.927638593,0.942193004,1.434081407,289.766,45.23
Cc1c(Cl)c(C(=O)NCc2ccc3c(c2)OCO3)nn1C,0.87813054,2.220158614,0.942184288,-0.179538614,307.737,65.38
CC(C)(Oc1ccc(Cl)cc1)C(=O)Nc1nncs1,1.435019644,2.306293065,0.942036571,0.681306935,297.767,64.11
COc1cc2cc(C(=O)N3CCCC3)[nH]c2c(OC)c1OC,1.114331676,2.249383903,0.9420023,0.180316097,304.346,63.790000000000006
O=C(CCc1cccnc1)Nc1nc2c(s1)C(=O)CCC2,1.185082886,2.305880695,0.941957023,0.322519305,301.3710000000001,71.95
COc1ccc(NC(=O)c2ccc(C#N)cc2F)c(OC)c1,1.967718256,1.85023685,0.941947848,1.11664315,300.28900000000004,71.35
CC1CCN(C(=O)c2ccc(NCc3ccco3)nc2)CC1,1.763057051,2.132355569,0.941848582,1.026444431,299.3740000000001,58.370000000000005
Cc1ncccc1NC(=O)N1CC[C@H](Cc2ccccc2)C1,1.609508813,2.450787245,0.941832062,1.035732755,295.386,45.23
CCOc1cccc2c1OCC(C(=O)Nc1cncc(C)c1)=C2,1.376382271,2.480470542,0.941794723,0.722749458,310.353,60.45
O=C(NCc1ccsc1)c1ncccc1C(F)(F)F,1.502079443,2.311008595,0.941740436,0.780891405,286.278,41.99
O=C(Cc1ccc(N2CCCC2=O)cc1)Nc1ccccn1,1.482258675,1.919406049,0.941736449,0.470193951,295.342,62.3
Cc1cccc(N2N=C(C(=O)NCc3ccco3)CCC2=O)c1,1.007376898,2.313846766,0.941735813,0.073373234,311.3410000000001,74.91
CCn1nc(C)c(NC(=O)N(C)Cc2ccccc2F)c1C,1.838721071,2.164615665,0.941705253,1.158224335,304.369,50.16
Cc1ccc(NC(=O)[C@@H](C)Oc2ccc3c(c2)CCC3)nc1,1.427408018,2.485301153,0.941644462,0.799418847,296.37,51.22
CN(C)S(=O)(=O)c1ccc(NC(=O)c2ccsc2)cc1,1.403926605,1.903979292,0.941625779,0.346720708,310.40000000000003,66.48
Cc1cc(C(=O)NCc2ccc(Cl)cc2Cl)on1,1.918881014,2.037933272,0.941575614,1.181886728,285.13000000000005,55.13
Cc1ccccc1CS(=O)(=O)Nc1ccc(F)c(F)c1,2.06974974,1.909449781,0.941566956,1.305670219,297.326,46.17
Cc1nc(CCNC(=O)c2c(F)cccc2Cl)cs1,1.857765118,2.086956926,0.94150339,1.129563074,298.77,41.99
Cc1c(C(=O)N(C)CC(C)(C)O)cnn1-c1ccc(F)cc1,0.796420831,2.359220619,0.941498129,-0.196500619,305.353,58.36000000000001
Cn1ncc(Cl)c1C(=O)NCc1ccc(Cl)cc1,1.612804718,1.965927734,0.941477773,0.690972266,284.146,46.92
CC(C)n1cc(C(=O)NCc2ccc(F)c(Cl)c2)cn1,1.79104398,2.125125026,0.941437961,1.061374974,295.74499999999995,46.92
C[C@@H](Nc1ccccc1S(C)(=O)=O)c1ccc(C#N)cc1,1.382313145,2.435813004,0.941408964,0.699066996,300.383,69.96000000000001
CC(=O)N[C@H]1C(=O)N(CCc2ccccc2)c2ccccc21,0.910688359,2.432723131,0.941370829,0.020376869,294.35400000000004,49.41
COc1cc(CNC(=O)c2occc2Br)ccn1,0.911426872,2.387128548,0.941357738,-0.011428548,311.13500000000005,64.36
COc1ccc(F)cc1NC(=O)N(C)Cc1cccnc1,1.843036075,1.911344794,0.941250228,0.981855206,289.31,54.46
COc1ccc(C(=O)NN2Cc3ccccc3C2)c(OC)c1,1.212697625,2.129446434,0.941240848,0.234953566,298.342,50.8
Cc1cc(NC(=O)c2cnn(C(C)C)c2C)ccc1N(C)C,1.735580577,2.294925182,0.941209984,1.104214818,300.40600000000006,50.16
COc1ccc(C(=O)Nc2nnc(C(C)C)s2)cc1F,1.81903783,2.02915104,0.941205156,1.03234896,295.339,64.11
Cc1ccc(NS(=O)(=O)c2ccccc2Cl)cc1F,2.537785902,1.736207523,0.941203366,1.852112477,299.754,46.17
COc1ccccc1C(=O)Nc1cccc([S@@](C)=O)c1,1.162145649,2.357832877,0.94118075,0.327067123,289.35600000000005,55.4
Cc1ccc(CC(=O)Nc2ccc(C)c(S(C)(=O)=O)c2)o1,1.2946537,2.128974795,0.941154607,0.352165205,307.3710000000001,76.38
COc1ccc(F)c(NC(=O)c2cccc(OC)c2F)c1,2.198634981,1.813167228,0.941098898,1.421132772,293.269,47.56
O=C(NCCc1ccc(C(F)(F)F)cc1)n1ccnc1,1.339051894,2.220489422,0.941076236,0.481810578,283.253,46.92
Cc1cc(Oc2ncnc(N3CCCC3)c2N)ccc1Cl,1.818749923,2.233725928,0.941059306,1.179394072,304.78099999999995,64.27000000000001
CCc1nn(C)cc1NS(=O)(=O)c1ccc(C)c(F)c1,0.808448774,2.388769642,0.940928932,-0.157949642,297.355,63.99
O=C(Cn1ccccc1=O)NCc1cccc(C(F)(F)F)c1,1.263416978,1.982045425,0.940884661,0.201454575,310.275,51.1
COc1ccccc1NC1=NN(c2ccccc2)C(=O)C1,1.560464267,2.12612811,0.940842179,0.73137189,281.31500000000005,53.93
Cc1noc(NC(=O)Cc2cccc(C(F)(F)F)c2)n1,1.187954217,2.274210341,0.940721724,0.303809659,285.225,68.02000000000001
Cc1ccc(C(=O)NCc2nnnn2C2CCCCC2)cc1,1.327657851,2.064029126,0.940682434,0.352690874,299.3780000000001,72.70000000000002
CCn1c(=O)c(C(=O)NC(C)C)nc2cc(C)c(C)cc21,0.957384296,2.230121642,0.940662048,-0.058681642,287.363,63.99
O=C(Cc1cccc(C(F)(F)F)c1)Nc1ncccn1,1.592601035,1.99421607,0.94065682,0.68238393,281.237,54.88
COC(=O)NCCC(=O)N(C)c1ccc2nc(C)sc2c1,0.908405565,2.353570676,0.940636015,-0.039950676,307.375,71.53
CC(=O)Nc1ccc(-c2nccn2CC(F)(F)F)cc1,1.649722141,2.175683628,0.940621701,0.895116372,283.253,46.92
CN(Cc1c(F)cccc1Cl)C(=O)Nc1cccnc1,2.151680863,2.028791894,0.940593204,1.509208106,293.729,45.23
Cc1ccc(S(=O)(=O)Nc2ccc(F)cc2F)cc1,2.277008185,1.654698944,0.940592465,1.419321056,283.29900000000004,46.17
COc1c(Cl)cc(C(=O)Nc2cccnc2)cc1Cl,2.418405821,1.87115025,0.940453371,1.77814975,297.1410000000001,51.22
O=C1S[C@H](Nc2ccccc2)C(=O)N1Cc1ccccc1,1.467556153,2.47245514,0.940441277,0.84774486,298.367,49.41
O=C(CCc1ccc2c(c1)OCO2)Nc1ccc2c(c1)CCC2,2.172269289,1.975194524,0.940408097,1.500105476,309.3650000000001,47.56
CCNC(=O)c1cccc(-c2ccc(Cl)c(C(=O)[O-])c2)c1,0.921114758,2.230576246,0.940271266,-0.110376246,302.737,69.23
Cc1ccc(C)c(OCC(=O)Nc2c(C)nn(C)c2C)c1,1.604268895,1.981399086,0.94026668,0.689880914,287.36300000000006,56.15
Cc1ccc(CNC(=O)c2ncccc2C(F)(F)F)c(C)c1,2.110109948,2.126924126,0.940211033,1.520315874,308.30300000000005,41.99
Cc1ccc(C(=O)N[C@@H](C)c2cccc(N3CCCC3)c2)cn1,1.685975385,2.383970816,0.940191194,1.097249184,309.413,45.23
COc1ccc(NC2=NCC(=O)N2c2ccccc2)cc1,1.251414902,2.181728362,0.940160737,0.328171638,281.315,53.93
CCc1cccc(NC(=O)c2cncc(Br)c2)c1,2.494592853,1.813167462,0.940037736,1.845632538,305.17499999999995,41.99
COc1cc(Cl)ccc1C(=O)Nc1cnn(C(C)C)c1,1.987732685,2.072640551,0.939977987,1.305659449,293.7540000000001,56.15
CCOc1ccc(N(C)C(=O)c2ccc(F)cc2O)cc1,2.031181207,1.936646273,0.939936445,1.269953727,289.306,49.77
CN(C)C(=O)CNc1ncnc2sc3c(c12)CCCC3,0.618392443,2.45384535,0.939913529,-0.38364535,290.3920000000001,58.120000000000005
Cc1csc(NC(=O)C2CCN(c3ncccn3)CC2)n1,0.975631779,2.171432271,0.939907055,-0.074812271,303.3910000000001,71.01
CCc1nn(C)cc1C(=O)Nc1cc(Cl)ccc1F,1.568504142,2.218101606,0.939900733,0.809198394,281.718,46.92
Cc1noc(C)c1CC(=O)Nc1ccc(Cl)c(F)c1,1.976110125,2.016568174,0.939886113,1.248571826,282.702,55.13
Cc1cc(NC(=O)c2ccc(Cl)cc2)n(CCC#N)n1,1.653080364,2.138075136,0.939853145,0.872824864,288.738,70.71000000000001
Cc1ccc(CNS(=O)(=O)c2ccc(C)cc2C)cc1,2.223060064,1.70916139,0.939836048,1.38119861,289.40000000000003,46.17
Cc1nc(CNc2ccccc2N2CCCC2=O)sc1C,1.788514102,2.308742082,0.939814588,1.190097918,301.415,45.23
CN(C)c1cc(C(=O)Nc2cccc(Cl)c2Cl)ccn1,2.279805861,2.020032718,0.93981187,1.686667282,310.184,45.23
O=C(N[C@H]1CC(=O)N(Cc2ccccc2)C1)c1ccccc1,1.076909175,2.157261765,0.939695309,0.060238235,294.35400000000004,49.41
CCCCN1CCn2c(nc3cc(NC(C)=O)ccc32)C1,1.252731881,2.23903362,0.939642149,0.37136638,286.3790000000001,50.16
Cc1cc(C)c(C(=O)N(C)CCc2cccs2)c(=O)[nH]1,0.838557116,2.443357474,0.939571237,-0.075417474,290.38800000000003,53.17
O=C1CN(C(=O)c2ccccc2CCc2ccccc2)CCN1,1.173103845,1.976140232,0.939524881,0.067659768,308.38100000000003,49.41
NC(=O)c1cnc(Oc2cncc(Cl)c2)c(Cl)c1,1.136224307,2.373453272,0.939363869,0.301146728,284.102,78.10000000000001
COc1ccc(F)cc1NC(=O)N(C)Cc1ccoc1C,1.909733386,2.150044151,0.939293389,1.249575849,292.31000000000006,54.71
COc1cccc(-c2cc(CC(=O)NC(C)(C)C)no2)c1,1.504028103,2.144054496,0.939245295,0.663345504,288.347,64.36
CCc1noc(C)c1C(=O)Nc1ccc2c(c1)OCCO2,1.276869951,2.194809005,0.93924382,0.374110995,288.3030000000001,73.59
COc1cccc(CN(C)C(=O)c2ccc(C)cc2O)c1,2.012499466,1.821360331,0.939201161,1.160059669,285.343,49.77
CC(C)(C)c1ccc(COc2coc(CO)cc2=O)cc1,1.528780637,2.240344947,0.939181893,0.768255053,288.343,59.67
C[C@@H](Nc1ccccc1S(C)(=O)=O)c1ccc(F)c(F)c1,1.684463128,2.420203372,0.939151338,1.121196628,311.35299999999995,46.17
CCN1C(=O)c2ccccc2N[C@H]1c1ccc(OC)cc1,1.425473462,2.485100538,0.938979593,0.796499462,282.343,41.57000000000001
COc1cccc(NC2CCN(C(=O)c3ccon3)CC2)c1,1.125743262,2.222554607,0.938926305,0.177345393,301.34600000000006,67.6
Cc1nc(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)o1,1.947262349,2.18810273,0.938894032,1.33083727,286.375,55.13
OCc1ccc(Oc2ncc(Br)cn2)cc1,1.371317391,2.089806669,0.938821654,0.433893331,281.109,55.24
Cc1ccc(C)c(CC(=O)Nc2cnn(C(C)(C)C)c2)c1,1.789008113,2.271893823,0.938740782,1.164246177,285.391,46.92
COc1ccc2nc(N3CC(C(=O)NC4CC4)C3)sc2c1,0.906724303,2.184168001,0.938680795,-0.164468001,303.387,54.46
COc1ccnc(N2CCc3c(cccc3NC(C)=O)C2)n1,0.698274991,2.350127753,0.938538101,-0.343827753,298.34600000000006,67.35
Cc1c(CNc2cc3c(cc2Cl)OCO3)cnn1C,1.17689372,2.367518174,0.938448071,0.355201826,279.727,48.31
CCc1ccc(-n2c(CCC(F)(F)F)n[nH]c2=O)cc1,1.047624191,2.414353558,0.93844081,0.203546442,285.269,50.68
O=C(Nc1cccc(F)c1F)N(Cc1ccncc1)C1CC1,2.018395756,2.150522365,0.938422981,1.405777635,303.31200000000007,45.23
COc1ccc2c(=O)c(C(=O)N(C)CC(C)C)c[nH]c2c1,1.032385392,2.221802325,0.938375458,0.042897675,288.347,62.400000000000006
Cc1cncc(NC(=O)Cn2nc(C)c(Cl)c2C)c1,1.201188225,2.215201902,0.93829571,0.280258098,278.743,59.81
Cc1cccnc1NC(=O)c1ccc(S(C)(=O)=O)cc1,1.40280435,1.785853977,0.938241366,0.259966023,290.34400000000005,76.13
Cc1cccc(NC(=O)c2ccccc2S(C)(=O)=O)n1,1.247917329,1.914955516,0.938241366,0.130864484,290.34400000000005,76.13
O=C(Nc1ccc(OC(F)F)c(Cl)c1)c1ccccn1,2.339784499,1.90146662,0.938220468,1.68723338,298.676,51.22
CC(C)c1cc(C(=O)Nc2cc(F)ccc2F)nn1C,1.529517469,2.277736308,0.938180749,0.796263692,279.29,46.92
CC(C)c1cc(C(=O)Nc2cc(F)ccc2F)n(C)n1,1.637450124,2.187772206,0.938180749,0.886227794,279.29,46.92
Cc1ccc(C(=O)Nc2cccc(F)c2C(=O)[O-])c(F)c1,0.685217264,2.292857386,0.938118942,-0.403837386,290.245,69.23
Cc1ccc(C[C@@H](C)N(C)C(=O)c2cc(F)ccc2O)cc1,1.662226892,2.439621043,0.938017824,1.103298957,301.36100000000005,40.540000000000006
COc1cc(OC)cc(C(=O)Nc2ccc(C)c(F)c2)c1,2.457687854,1.695637254,0.938009345,1.707982746,289.306,47.56
