smiles,logp,sa,qed,logp-sa,weight,tpsa
Cn1ncnc1CCNC(=O)[C@H]1C[C@@H]1c1cc(Cl)cc(Cl)c1,0.056351757,3.221073879,0.910884926,-0.636773879,339.226,59.81
CCN(C[C@@H]1CCOC1)C(=O)Nc1cc2c(cc1Cl)OCCO2,0.743579717,2.890700187,0.914960329,0.110799813,340.80700000000013,60.03
N#Cc1ccc(OC2CCC(NC(=O)c3ccc[nH]3)CC2)nc1,0.713467788,2.567054813,0.90690181,-0.165674813,310.3570000000001,90.8
CCC(=O)N1CCCC[C@@H]1C(=O)NCCc1ccc(F)cc1C,0.912187539,2.507496209,0.906375382,0.076423791,320.4080000000001,49.41
NC1=NC(=O)[C@H](CC(=O)N2CC[C@H](c3ccccc3)C2)S1,-0.632110603,3.07723305,0.914269912,-1.72793305,303.387,75.75999999999999
CN(C)N1C(N)=C(C#N)[C@@H](c2cccs2)C2=C1CCCC2=O,-0.339703993,3.400439291,0.906666963,-1.075559291,314.4140000000002,73.36
C[C@H]1CN(CC(=O)Nc2nc(-c3ccccc3Cl)cs2)CCO1,1.204660493,2.576812075,0.919102034,0.545887925,351.8590000000001,54.46000000000001
Cc1ccc2c(c1)C[C@@H](C[C@@H](C[NH3+])c1ccc(F)cc1)O2,-0.036549,3.454900742,0.921644083,-0.601480742,286.37,36.870000000000005
CCc1cnc(NC(=O)c2cc(C)n(C(C)C)c2C)s1,2.014312546,2.386805539,0.926574538,1.570234461,291.42,46.92
O=C([O-])c1ccc([S@@](=O)Cc2ccc(O)cc2)cc1,-0.83941136,3.08393721,0.904839113,-2.02043721,275.30499999999995,77.42999999999999
Cc1ccc(-n2nc3c(c2NC(=O)C(C)C)C[S@@](=O)C3)cc1,0.184969691,3.086683175,0.945931975,-0.549163175,317.4140000000001,63.99
Cc1cccn2c(=O)c(C(=O)N[C@H]3CCN(C(=O)C(C)C)C3)cnc12,-0.583165898,2.827417852,0.90150893,-1.837797852,342.3990000000001,83.78
Cc1nsnc1Cn1nnc(C(=O)NC(C)C)c1C,-0.583657838,2.794889772,0.900222995,-1.861949772,280.357,85.59
COc1ccc(CNC(=O)[C@H]2Oc3ccccc3O[C@@H]2C)cn1,-0.095827486,2.970536335,0.933681555,-1.035636335,314.34100000000007,69.68
c1ccc(COC2CC[NH+](Cc3cccnc3)CC2)cc1,-0.453260941,3.216628236,0.906242491,-1.370928236,283.395,26.56
COc1ccc(F)cc1NC(=O)N1CCO[C@H](c2ccc(C)o2)C1,1.087922584,2.801044698,0.934912389,0.540075302,334.3470000000001,63.94
C[C@@H]1CCN(C(=O)Nc2ccc(O[C@@H]3CCOC3)cc2)[C@H](C)C1,0.732626593,3.193355705,0.927673656,0.313244295,318.41700000000003,50.80000000000001
Cc1ccc2c(c1)N(C(=O)C[C@H](O)c1ccc(Cl)cc1)CC2,1.605859132,2.555351738,0.938688915,1.105868262,315.80000000000007,40.540000000000006
[NH3+][C@H]1CCC[C@H]1CCN1C(=O)c2cccc3cccc1c23,-0.334895718,3.556717186,0.923334829,-0.956017186,281.3790000000001,47.95
CCC[C@@H]1C[C@H]1NC(=O)C1(c2ccc(F)cc2F)CCOCC1,0.334899339,3.415153345,0.902601283,-0.097353345,323.3830000000001,38.33
Cc1cc(F)ccc1NC(=O)COc1ccc2c(c1)CCC2,2.465563975,1.826624456,0.935739247,1.813695544,299.3450000000001,38.33
Cc1cccc(CNC(=O)C[C@H]2Oc3ccc(C)cc3NC2=O)c1,0.870951693,2.614809857,0.908502849,0.094630143,324.38000000000005,67.43
CC(C)(C)[S@](=O)CCNC(=O)c1cccc(F)c1Cl,0.441314107,3.000036938,0.929505559,-0.243936938,305.802,46.17
C[C@@H](O)c1ccc(F)cc1OCc1nc(C(C)(C)C)cs1,1.635445045,2.850762886,0.919551979,1.361237114,309.40599999999995,42.35
C[C@H]1CCN(C(=O)NCCc2nnc3n2CCCCC3)[C@@H](C)C1,-3.622038515,3.252429342,0.930152952,-0.875429342,319.4530000000001,63.05
N#Cc1cnn2c1N[C@@H](c1ccccc1)C[C@@H]2C(F)F,-0.295738379,3.824624577,0.915010611,-0.706744577,274.274,53.64
C[C@@H]1Cc2ccccc2N1C(=O)[C@H]1CCCN(C(=O)NC2CC2)C1,0.375312834,2.934234632,0.907441136,-0.386034632,327.42800000000005,52.650000000000006
CC(=O)C[C@]1(O)C(=O)N(Cc2ccc(C)cc2)c2c(C)cccc21,0.954638045,2.72375126,0.940760757,0.29318874,323.39200000000005,57.61
CC[C@@](C)([C@@H]([NH3+])c1cc(Br)ccc1F)N1CCOCC1,-0.887273718,3.88429068,0.909398397,-1.51219068,346.2640000000002,40.11
COc1ccc(C(=O)Nc2ccc(N3CCOCC3)cc2)c(O)c1,1.64400555,1.842757219,0.902175208,0.646942781,328.36800000000005,71.03
CC[S@](=O)[C@H]1CCCC[C@@H]1NC(=O)[C@@H]1CCOc2ccccc21,-0.527945545,3.803634604,0.920361984,-1.054934604,335.46900000000005,55.400000000000006
Cc1ccc(C)c([C@@](C)(O)[C@@H]2CCCc3cccnc32)c1,0.939357462,3.322900429,0.901360763,0.703139571,281.399,33.120000000000005
CC[NH2+]Cc1cnn(-c2ccc(Cl)c(F)c2)c1C1CC1,-0.033534583,3.319938323,0.903678369,-0.694438323,294.78100000000006,34.43
Cc1cccc(O[C@H](C)C(=O)N[C@@]2(C)CCS(=O)(=O)C2)c1,-0.61773132,3.127090864,0.913409447,-1.671370864,311.4030000000001,72.47
FC(F)(F)c1[nH]nc2c1CN(Cc1ccccc1)CC2,1.164011537,2.531719034,0.917370713,0.455080966,281.28100000000006,31.92
O=C(CS(=O)(=O)C1CCCC1)NCc1cc(F)cc(F)c1,0.623468547,2.373022135,0.902502695,-0.434622135,317.357,63.24
C[C@H]1CCOCCN1C(=O)NCc1ccc(-n2ccnc2)nc1,-3.796876869,2.939479354,0.933365326,-1.351779354,315.377,72.28
O=C(N[C@H]1C[C@@H]2CCCc3cccc1c32)c1ccccn1,0.775828647,3.081625407,0.914720202,0.294674593,278.355,41.99
Cc1cc(C(=O)NCC2CCN(C(=O)Cc3cccs3)CC2)no1,0.909050638,2.319327787,0.900061132,-0.063707787,347.44000000000005,75.44
N#Cc1cccc(NS(=O)(=O)c2ccccc2F)c1,1.64746918,1.844798145,0.935910308,0.653381855,276.292,69.96000000000001
Cc1nc(C[C@H]([NH3+])[C@@H]2COc3ccccc3C2)sc1C,-0.935158096,3.803410812,0.941139162,-1.639170812,289.42400000000004,49.760000000000005
Cc1ccccc1CC(=O)N1CCC[C@@H]1CNC(=O)OC(C)(C)C,1.17536069,2.560857553,0.921743398,0.492362447,332.4440000000001,58.64
O=C(NC[C@@H](O)c1ccco1)c1csc2c1CCCC2,0.481119721,2.924552288,0.910090547,-0.241252288,291.37200000000007,62.47
CC1CCC(NC(=O)CCc2nc(C(C)(C)C)no2)CC1,1.384519999,2.352453435,0.926291635,0.642146565,293.41100000000006,68.02000000000001
C[C@H](Oc1ccc(F)cc1)C(=O)NCc1ccccn1,1.0849567,2.201053684,0.90987166,0.103346316,274.295,51.22
Cc1cc(Br)cc(C)c1NC(=O)c1nnn[n-]1,-1.116977067,3.545965436,0.90667902,-2.085525436,295.12,81.87
Cc1nn(C)c(=O)c(C(=O)NCC(C)(C)c2ccccc2)c1C,0.841953918,2.287574264,0.939982449,-0.182834264,313.401,63.99
Clc1ccc(C2([NH2+]C3CCCC3)CCOCC2)cc1,-0.035227897,3.452800042,0.90519777,-0.601100042,280.8189999999999,25.84
O=C(Nc1cccnc1)N1CCN(C[C@H](O)c2ccccc2)CC1,0.599797663,2.408035875,0.901173243,-0.443335875,326.40000000000003,68.7
Cc1cc(=O)n(C)cc1NC(=O)[C@H](C)Oc1ccc(F)c(F)c1,0.550402876,2.689339618,0.940005566,-0.311419618,322.31100000000004,60.33
CC(C)N(C)C(=O)NCc1ccnc(OC(C)(C)C)c1,1.102706803,2.479319569,0.921736047,0.329380431,279.384,54.46000000000001
CC[C@H]1CCCC[C@H]1N(C)C(=O)c1ccc2c(c1)NC(=O)CN2CC,0.539068478,3.354225501,0.91012706,0.151574499,343.4710000000001,52.650000000000006
CC(C)NC(=O)c1ccc(OCC(=O)N2[C@@H](C)CCC[C@H]2C)cc1,0.937208468,2.724425171,0.901601141,0.268674829,332.4440000000001,58.64
C[C@@H]1Cc2ccccc2N1C(=O)NCc1ccc[nH+]c1N1CCOCC1,-0.842012516,3.629224058,0.918150634,-1.631124058,353.4460000000002,58.95
CC(=O)N1CCc2cc(-c3csc(NC(=O)C(C)C)n3)ccc21,1.757573804,2.226884004,0.939460992,1.086715996,329.42500000000007,62.3
CCc1ccccc1NC(=O)[C@@H](C)N1CCO[C@H](C)C1,0.48879625,2.693491104,0.917186796,-0.396791104,276.38,41.57000000000001
c1ccc([C@@H](C[C@@H]2CCOC2)[NH2+]C2Cc3ccccc3C2)cc1,-0.457740484,3.824382581,0.902833272,-0.939282581,308.44500000000005,25.84
CNC(=O)[C@H]1CCCCN1C(=O)c1sc2nc(C)nc(C)c2c1C,0.307634301,2.879686225,0.905650302,-0.522426225,346.45600000000013,75.19
Cc1noc(C)c1CC(=O)NCc1nnc2n1CCCC2,-0.086957507,2.465259005,0.909842171,-1.387119005,289.3390000000001,85.84
C[C@@H]1CN(Cc2noc(-c3ccc(F)cc3)n2)CC[C@@H]1[NH3+],-1.200973157,3.539013819,0.925897919,-2.211013819,291.35,69.80000000000001
O=C(CCC(=O)N1CCC(c2ccccc2)=N1)Nc1ccccc1F,1.830063719,2.089405082,0.909303128,1.091594918,339.3700000000001,61.77
CCn1nnnc1NCc1c(Cl)cccc1Cl,1.141781374,2.332384851,0.929035215,0.279515149,272.139,55.63
CC[C@H]1C(=O)N[C@H](CC)C(=O)N1Cc1cscc1C,-0.798501885,3.635971864,0.917643262,-1.563851864,280.39300000000003,49.41
C[C@@H]1CCCN(C(=O)COc2ccc(Nc3ccccc3)cc2)C1,2.289698089,2.221456974,0.901298926,1.846043026,324.4240000000001,41.57
Cn1cc(CN2CCN([C@@H](CO)c3cccc(Cl)c3)CC2)cn1,0.240278549,2.684457529,0.907127756,-0.759757529,334.85100000000017,44.53
CCn1ncc(S(=O)(=O)N[C@H](C)c2ccccc2)c1C,0.62793389,2.550913132,0.919307823,-0.299993132,293.39200000000005,63.99
CC1(C)CC(=O)C(C)(C)c2ccc(NC(=O)c3ccc(C(=O)[O-])cc3)cc21,0.790548116,2.752120693,0.907265186,0.078279307,364.4210000000001,86.3
C[C@H]1CCN(C(=O)c2csc(-c3ccsc3)n2)C[C@H]1O,0.126388729,3.23835899,0.927851769,-0.52385899,308.42800000000005,53.43000000000001
CC(=O)Nc1ccc(C2=NN(C(C)=O)[C@@H](c3cccs3)C2)cc1,1.285081704,2.673307696,0.938892357,0.730792304,327.40900000000005,61.77
COc1ccc(NC(=O)C2=Cc3ccccc3OC=C2)c(OC)c1,-1.742335119,2.41496859,0.93326118,1.21703141,323.34800000000007,56.790000000000006
Cc1ccc(N2C[C@@H](C(=O)NCc3nnc(C)n3C)CCC2=O)cc1C,0.028489333,2.78838256,0.906835983,-0.98862256,355.44200000000023,80.12
CCC(=O)NCc1ccc(-c2noc([C@H]3CCCO3)n2)s1,0.349887087,3.029578974,0.91861172,-0.353778974,307.37499999999994,77.25
CCCNC(=O)[C@@H]1CCCN(C(=O)c2c[nH]c3cccc(F)c23)C1,0.781229404,2.675625015,0.904523756,0.009774985,331.3910000000001,65.2
COc1ccccc1[C@@H]1CCN(C(=O)OC(C)(C)C)C[C@H]1O,0.670085738,2.823530479,0.912504587,-0.043030479,307.39,59.0
O=C(Cn1ccccc1=O)NCc1cccc(C(F)(F)F)c1,1.263416978,1.982045425,0.940884661,0.201454575,310.275,51.1
Cn1cc(C(=O)NCC(=O)N2CCCC2)c(-c2ccccc2)n1,0.701047334,2.018319493,0.928709418,-0.579019493,312.37299999999993,67.23
C[C@@H]1CSC(SCc2nc(-c3cccs3)n[nH]2)=N1,-0.085018622,3.730238091,0.944304371,-0.472538091,296.446,53.93
Cc1nc(-c2ccccc2F)sc1CNC(=O)NC(C)(C)C,2.051832992,2.296419511,0.901825554,1.558900489,321.421,54.02
CCn1ccnc(NC2CCN(c3ccc(C)c[nH+]3)CC2)c1=O,-0.940632388,3.402569843,0.927958258,-1.935949843,314.41300000000007,64.30000000000001
O=S(=O)(Nc1cc(F)ccc1F)c1ccc2c(c1)OCCO2,1.459318064,2.024069015,0.94079936,0.512730985,327.3080000000001,64.63000000000001
O=C(c1ccc(Br)o1)N1CC[NH+](Cc2ccccc2)CC1,-0.810234163,3.361511464,0.91300975,-1.778511464,350.2360000000001,37.89
Cc1ccc(S(=O)(=O)Nc2cc(C(N)=O)ccc2C)cc1,1.596476307,1.715846859,0.907104733,0.487293141,304.37100000000004,89.25999999999999
Cc1cnc(NC(=O)[C@H]2CC(c3cccc(F)c3)=NO2)s1,0.534335496,2.902871307,0.948032865,-0.180551307,305.334,63.58
CN(C(=O)CNc1ccc(Cl)cc1)c1ccccc1,2.415300225,1.737523302,0.926547406,1.677376698,274.75100000000003,32.34
O=C(Nc1nccs1)[C@H]1CCCN(C(=O)c2ccccc2F)C1,1.082927063,2.475118368,0.939346873,0.297981632,333.38800000000003,62.3
COC1CCN(C(=O)NCc2ccnc(OC3CCC3)c2)CC1,0.911157748,2.3627132,0.904570904,-0.0294132,319.40500000000014,63.69
Cc1ccccc1CS(=O)(=O)Nc1ccc(F)c(F)c1,2.06974974,1.909449781,0.941566956,1.305670219,297.326,46.17
C[C@@H]1CC(C)(C)CC[C@@H]1NC(=O)c1cnc([C@@H]2CCCO2)s1,0.296614212,3.808175405,0.916800392,0.131024595,322.4740000000001,51.22
Cc1nccc(C(=O)N2CCC[C@@H](c3cc(C(F)(F)F)[nH]n3)C2)n1,-0.033705509,3.274299824,0.912348127,-0.727579824,339.321,74.77000000000001
CCC[C@H]1CN(C(=O)Nc2cccc(S(C)(=O)=O)c2C)CCO1,0.466159686,2.790590097,0.913226312,-0.359270097,340.44500000000016,75.71000000000001
C[C@@H](NC(=O)N1c2ccccc2C[C@H]1C)c1nc(C(C)(C)C)no1,0.730456672,3.242990905,0.914278103,0.345909095,328.41600000000005,71.26
Cc1cc(C)c(O)c(C(=O)Nc2ccccc2N2CCOCC2)c1,1.880319418,1.999247736,0.909717503,1.098692264,326.39600000000013,61.8
O=C(C[C@H](O)c1ccccc1)N1CCN(c2ccc(Cl)cc2)CC1,1.516228912,2.311069654,0.926426127,0.801230346,344.8420000000001,43.78
COc1ccc(Cl)cc1C[C@H]([NH3+])[C@H]1CN2CCC[C@@H]2CO1,-1.654394354,3.938335147,0.913359243,-2.573535147,311.8330000000001,49.34
CCC[C@H]1CN(C(=O)Nc2cc(OC)c(OC)cc2F)CCO1,0.943971857,2.650563757,0.903724931,0.225136243,326.3680000000001,60.030000000000015
Brc1cn2ccnc2c(N[C@H]2CCCOC2)n1,-0.436542846,3.340419807,0.921859709,-1.257719807,297.15600000000006,51.45
CCC[C@H]1C(=O)N[C@@](C)(CC)C(=O)N1Cc1nc(C)cs1,-0.586990847,3.561486006,0.907147896,-1.314166006,309.435,62.3
C[C@H]1CCCN(C(=O)CNc2c(F)cccc2F)C1,0.930983753,2.521629228,0.913660619,0.113570772,268.307,32.34
CC[S@@](=O)CC(=O)Nc1cc(Cl)ccc1Cl,0.818633046,2.653223282,0.921298813,0.047276718,280.17600000000004,46.17
CN(C)C1=C(C(=O)Nc2ccccc2)CSc2ccccc21,1.812988249,2.407391489,0.937884992,1.296308511,310.422,32.34
COc1ccc(OC)c(CNC(=O)c2sccc2C)c1,1.926942591,1.905632828,0.920909865,1.098087172,291.372,47.56
N#Cc1ccc(NC(=O)N(Cc2cccc(O)c2)C2CC2)cc1,2.03790887,2.078516341,0.907822329,1.381863659,307.35300000000007,76.36
Cc1ccc(NC(=O)CN(C)C(=O)Cc2c(C)noc2C)cc1,1.212932174,2.056645267,0.917890437,0.182814733,315.37300000000005,75.44
CN1CCN(c2ncc(C[NH2+]C(C)(C)C)s2)C(C)(C)C1=O,-1.836847732,3.91444939,0.908092533,-2.85244939,311.475,53.05
C[C@@H]([NH2+]Cc1cnc(-c2ccccn2)s1)C(C)(C)C,-0.590832114,3.829552595,0.932694321,-1.126452595,276.42900000000003,42.39
CC[C@H](C#N)NC(=O)c1ccnc(OC2CCCCC2)c1,0.603484466,2.904950538,0.903201509,-0.079870538,287.36300000000006,75.01
CNC(=O)c1ccc(Cl)cc1[N-]S(=O)(=O)c1ccccc1Cl,1.152422867,2.983207203,0.904323613,0.763892797,358.226,77.34
Cc1csc([C@@H](NC(=O)N2CCOC[C@H]2C2CC2)C2CC2)n1,-0.269274194,3.573103407,0.927518631,-0.850083407,321.4460000000001,54.46000000000001
CC1CC(NC(=O)C2(c3ccc(F)cc3F)CCCC2)C1,1.749458576,2.453138846,0.904464594,1.238161154,293.3570000000001,29.1
CCN(C[C@H](C)C#N)C(=O)Nc1cc(F)cc(Br)c1,1.163600064,2.889383689,0.917995781,0.712296311,328.185,56.13
CCn1c(-c2ccc(OC)cc2)ccc1[C@@H](O)C(F)(F)F,1.259915104,2.9123224,0.932016978,0.8669776,299.292,34.39
O=C([O-])c1ccc(Cl)cc1NC(=O)c1cc(Cl)nnc1Cl,0.305093642,2.7047586,0.918362251,-0.6521586,345.5490000000001,95.01
CN[C@]1(C#N)CCC[C@H]1CCOc1ccc2c(c1)OCO2,-0.476059551,3.596149217,0.901414076,-1.130069217,288.34700000000004,63.510000000000005
COc1ccc(-c2c(C)nn(C)c2N)cc1OC,1.102067179,2.00694541,0.900635252,-0.01202541,247.298,62.3
C[C@@H](C(=O)Nc1nccs1)c1ccc(Br)s1,1.112464382,2.994546931,0.937503352,0.714753069,317.23299999999995,41.99
O=C(c1c[nH]cn1)N1CCO[C@H](Cc2cccc(F)c2)C1,-0.388569033,3.0388105,0.934079137,-1.4063105,289.31000000000006,58.22
COc1ccc(C(=O)N[C@H]2CCCC[C@H]2C(C)(C)C)cc1OC,1.678428938,2.714109862,0.910910003,1.324390138,319.44500000000005,47.56
Cc1cccc(C)c1NC(=O)[C@H]1CCCN(C(=O)NC2CC2)C1,1.158604853,2.442745969,0.900779107,0.383194031,315.4170000000001,61.440000000000005
CC(C)NC(=O)c1ccc(CN2C(=O)CSc3ccccc32)o1,1.480025412,2.308935513,0.93572841,0.747764487,330.409,62.55
CCN(CC)c1ccc(NC(=O)[C@@H]2CC(=O)N(C)C2)cc1,0.444119954,2.529021492,0.901147181,-0.579421492,289.379,52.650000000000006
C[C@@H](C(=O)NC[C@@H]1CCCO1)c1ccc(Cl)c(Cl)c1,1.125937344,2.798984324,0.925548312,0.593115676,302.201,38.33
C[C@H]1CN(Cc2csc(NC(=O)c3cccnc3)n2)C[C@H](C)O1,0.225472249,2.972774797,0.931065434,-0.573174797,332.4290000000001,67.35000000000001
Cc1ccccc1N1CCCN(C(=O)[C@@H](O)c2ccccc2)CC1,-2.252795417,2.337961293,0.944022249,0.429358707,324.4240000000001,43.78
CC(C)c1noc(-c2ccc(N3CCCC[C@H]3CC(N)=O)nc2)n1,0.246358058,3.007492888,0.904658441,-0.518192888,329.404,98.14
O=S(=O)(CCCF)N1CCC(c2c[nH]c3ncccc23)CC1,0.664486547,2.625501379,0.917975699,-0.193801379,325.4090000000001,66.06
CC(C)c1c(CO)cnn1Cc1cccc(Cl)c1,1.662392791,2.240494195,0.920937875,0.960005805,264.756,38.05
Cc1cccc(NC(=O)N(C)Cc2sccc2C)c1,2.483161255,2.037735155,0.900149032,1.991104845,274.389,32.34
C[NH+](Cc1csc(-c2ccccc2)n1)C[C@H]1CCOC1,-1.287738341,3.921247963,0.909298061,-2.059947963,289.4240000000001,26.56
Cc1ccc(C(=O)N(C)C)cc1NC(=O)N1CCOC[C@H]1C1CC1,0.405207543,2.788047763,0.92460868,-0.448527763,331.41600000000017,61.88000000000001
CN[C@@]1(C#N)CCC[C@@H](Sc2ccc(C)c(C)c2)C1,0.461261056,3.60162235,0.909883328,0.21829765,274.43300000000005,35.82
Cn1cnc(C[NH2+]Cc2ccc(C(C)(C)C)cc2)n1,-1.029745323,3.424302064,0.901377259,-2.048102064,259.377,47.32
C[C@H]1COc2ccccc2N1CC(=O)N(C)CC(=O)NC(C)(C)C,-0.175914812,2.869985106,0.909984623,-1.222985106,333.432,61.88
Cc1noc(NC(=O)C[C@H](C)c2ccc(F)cc2)n1,0.702128872,2.720648096,0.920308634,-0.071228096,263.272,68.02000000000001
CCc1n[nH]c(=O)c(C(=O)Nc2ccc3c(c2)COC3)c1CC,0.463518999,2.645115868,0.905860163,-0.467915868,313.35700000000014,84.08
CNc1ccc(C(F)(F)F)cc1C(=O)NCc1ccco1,1.868514729,2.109133541,0.910560038,1.160966459,298.264,54.27
CN(C)c1cccc(C(=O)N[C@H]2[C@H]3CCO[C@@H]3C2(C)C)c1,-0.42870424,3.457781858,0.927661254,-1.161881858,288.391,41.57000000000001
O=C(CNC(=O)N1CCC[C@H]1c1ccsc1)N1CCCCC1,0.645371974,2.743362967,0.93020399,-0.136262967,321.44600000000025,52.650000000000006
CC[C@H]1S/C(=N\c2cccc(C(F)(F)F)c2)NC1=O,0.278261649,3.472066807,0.906538585,-0.137566807,288.294,41.46
COc1ccc2c(c1)-c1onc(C(=O)N[C@H](C)C(C)C)c1CC2,0.870145037,2.913982507,0.940818736,0.309117493,314.38500000000016,64.36
CC1(C)[C@H](C(=O)[O-])CC[C@@]1(C)C(=O)NCc1ccccc1,-0.856036275,3.348665763,0.912417759,-1.853465763,288.367,69.22999999999999
COCc1cc(C(=O)N[C@@H]2CCCC[C@H]2C(C)C)no1,0.259314405,3.157258137,0.900407484,-0.391658137,280.36799999999994,64.36
N#Cc1ccc(F)c(CNC(=O)c2cccc(OC(F)F)c2)c1,1.872564375,2.081746023,0.919823017,1.147033977,320.27,62.120000000000005
CC1(C)CC[C@H](CNC(=O)N[C@H]2CCOC2)c2ccccc21,0.22189302,3.283812127,0.901723791,-0.354112127,302.418,50.36
C[C@H]1CN(CC(=O)Nc2ccc(OC(F)F)cc2)C[C@H](C)O1,0.431442662,2.763960353,0.906169107,-0.428260353,314.33200000000005,50.80000000000001
Cc1nc(-c2ccccn2)sc1C(=O)NC[C@H]1CCS(=O)(=O)C1,-0.196192408,2.904913376,0.905117264,-1.226893376,351.45300000000015,89.02000000000001
O=C(Nc1ccccc1-n1cncn1)C1CCN(C(=O)C2CC2)CC1,0.843229966,2.141032005,0.921816301,-0.286632005,339.39900000000017,80.12
CCS(=O)(=O)c1ccc(Cl)c(C(=O)N2CC[C@@H](C)[C@H](O)C2)c1,-0.086859965,2.98723649,0.908513234,-1.01073649,345.84800000000007,74.68
CCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CC(=O)N3)s1,1.090294004,2.371813894,0.908318884,0.234086106,322.411,75.27
CC(C)Oc1cccnc1C(=O)N[C@H]1CCC[C@@H](C(F)(F)F)C1,0.936815294,3.146997774,0.915259677,0.572702226,330.35,51.22
